,median,lower,upper,cases,one,hl0.0,hl0.5,hl1.5,hl2.0,hl2.5,hl3.0,hl3.5,hl4.0
2020-08-22,1.0420841683366733,0.9819639278557114,1.122244488977956,5545.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-08-23,1.1022044088176353,1.0220440881763526,1.1823647294589177,5611.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-08-24,1.062124248496994,0.9819639278557114,1.122244488977956,5565.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-08-25,0.9418837675350701,0.8617234468937875,1.0220440881763526,5359.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-08-26,0.8617234468937875,0.781563126252505,0.9418837675350701,5155.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-08-27,0.8216432865731462,0.7414829659318637,0.9018036072144289,5009.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-08-28,0.8817635270541082,0.8016032064128256,0.9619238476953907,5029.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-08-29,0.9819639278557114,0.9018036072144289,1.062124248496994,5106.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-08-30,1.0821643286573146,1.002004008016032,1.1623246492985972,5238.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-08-31,1.0821643286573146,0.9819639278557114,1.1623246492985972,5246.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-09-01,1.062124248496994,0.9819639278557114,1.1422845691382766,5312.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-09-02,1.002004008016032,0.9218436873747494,1.0821643286573146,5220.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-09-03,0.9819639278557114,0.9018036072144289,1.062124248496994,5189.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-09-04,0.9819639278557114,0.9018036072144289,1.062124248496994,5273.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-09-05,1.062124248496994,0.9819639278557114,1.1422845691382766,5422.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-09-06,1.122244488977956,1.0420841683366733,1.2024048096192383,5564.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-09-07,1.0821643286573146,1.002004008016032,1.1623246492985972,5514.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-09-08,0.9619238476953907,0.8817635270541082,1.0420841683366733,5313.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-09-09,0.8617234468937875,0.781563126252505,0.9418837675350701,5159.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-09-10,0.8216432865731462,0.7414829659318637,0.9018036072144289,4970.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-09-11,0.8617234468937875,0.781563126252505,0.9418837675350701,4913.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-09-12,0.9218436873747494,0.8416833667334669,1.002004008016032,4920.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-09-13,1.002004008016032,0.9218436873747494,1.0821643286573146,4993.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-09-14,1.0220440881763526,0.9418837675350701,1.1022044088176353,4984.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-09-15,0.9819639278557114,0.9018036072144289,1.062124248496994,4866.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-09-16,0.9218436873747494,0.8416833667334669,1.002004008016032,4777.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-09-17,0.8216432865731462,0.7414829659318637,0.9018036072144289,4495.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-09-18,0.781563126252505,0.7014028056112224,0.8817635270541082,4308.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-09-19,0.8016032064128256,0.7014028056112224,0.8817635270541082,4262.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-09-20,0.8817635270541082,0.8016032064128256,0.9819639278557114,4222.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-09-21,0.9418837675350701,0.8617234468937875,1.0420841683366733,4170.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-09-22,0.9418837675350701,0.8416833667334669,1.0220440881763526,4121.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-09-23,0.9619238476953907,0.8817635270541082,1.062124248496994,4144.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-09-24,1.0821643286573146,0.9819639278557114,1.1623246492985972,4361.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-09-25,1.1422845691382766,1.062124248496994,1.2424849699398797,4477.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-09-26,1.2024048096192383,1.1022044088176353,1.282565130260521,4647.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
