,median,lower,upper,cases,one,hl0.0,hl0.5,hl1.5,hl2.0,hl2.5,hl3.0,hl3.5,hl4.0
2020-09-28,1.2024048096192383,1.122244488977956,1.2625250501002003,7032.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-09-29,1.222444889779559,1.1422845691382766,1.282565130260521,7340.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-09-30,1.222444889779559,1.1422845691382766,1.282565130260521,7639.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-10-01,1.222444889779559,1.1422845691382766,1.282565130260521,7952.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-10-02,1.2024048096192383,1.1422845691382766,1.2625250501002003,8248.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-10-03,1.2024048096192383,1.1422845691382766,1.2625250501002003,8569.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-10-04,1.2024048096192383,1.1422845691382766,1.2625250501002003,8939.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-10-05,1.222444889779559,1.1623246492985972,1.282565130260521,9345.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-10-06,1.2424849699398797,1.1823647294589177,1.3026052104208417,9826.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-10-07,1.2424849699398797,1.1823647294589177,1.3026052104208417,10237.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-10-08,1.222444889779559,1.1623246492985972,1.282565130260521,10609.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-10-09,1.1823647294589177,1.1422845691382766,1.2424849699398797,10970.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-10-10,1.1823647294589177,1.122244488977956,1.2424849699398797,11347.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-10-11,1.1823647294589177,1.122244488977956,1.222444889779559,11754.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-10-12,1.1823647294589177,1.122244488977956,1.222444889779559,12151.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-10-13,1.1623246492985972,1.122244488977956,1.222444889779559,12529.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-10-14,1.1623246492985972,1.122244488977956,1.222444889779559,12977.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
