,median,lower,upper,cases,one,hl-0.5,hl0.0,hl0.5,hl1.5,hl2.0,hl2.5,hl3.0,hl3.5,hl4.0,hl4.5
2020-08-28,0.4008016032064128,0.04008016032064128,0.8416833667334669,154.0,1,-0.5,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0,4.5
2020-08-29,0.32064128256513025,0.02004008016032064,0.7615230460921844,134.0,1,-0.5,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0,4.5
2020-08-30,0.2605210420841683,0.0,0.721442885771543,115.0,1,-0.5,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0,4.5
2020-08-31,0.6012024048096192,0.12024048096192384,1.122244488977956,125.0,1,-0.5,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0,4.5
2020-09-01,0.781563126252505,0.24048096192384769,1.3026052104208417,119.0,1,-0.5,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0,4.5
2020-09-02,0.8416833667334669,0.3006012024048096,1.3827655310621243,105.0,1,-0.5,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0,4.5
2020-09-03,0.9218436873747494,0.3607214428857715,1.4629258517034067,120.0,1,-0.5,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0,4.5
2020-09-04,1.4629258517034067,0.9218436873747494,1.9839679358717435,151.0,1,-0.5,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0,4.5
2020-09-05,1.6232464929859718,1.122244488977956,2.1042084168336674,153.0,1,-0.5,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0,4.5
2020-09-06,1.2625250501002003,0.781563126252505,1.7434869739478958,143.0,1,-0.5,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0,4.5
2020-09-07,1.0420841683366733,0.561122244488978,1.5230460921843687,155.0,1,-0.5,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0,4.5
2020-09-08,1.1623246492985972,0.6813627254509018,1.6232464929859718,167.0,1,-0.5,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0,4.5
2020-09-09,1.503006012024048,1.0420841683366733,1.9438877755511021,191.0,1,-0.5,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0,4.5
2020-09-10,1.5230460921843687,1.1022044088176353,1.9438877755511021,210.0,1,-0.5,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0,4.5
2020-09-11,1.5230460921843687,1.1022044088176353,1.9238476953907815,227.0,1,-0.5,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0,4.5
2020-09-12,1.3226452905811623,0.9218436873747494,1.7034068136272544,231.0,1,-0.5,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0,4.5
2020-09-13,1.0420841683366733,0.6613226452905812,1.442885771543086,217.0,1,-0.5,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0,4.5
2020-09-14,0.3607214428857715,0.04008016032064128,0.7615230460921844,147.0,1,-0.5,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0,4.5
2020-09-15,0.7414829659318637,0.32064128256513025,1.1623246492985972,203.0,1,-0.5,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0,4.5
2020-09-16,1.0220440881763526,0.5811623246492986,1.442885771543086,219.0,1,-0.5,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0,4.5
2020-09-17,1.7635270541082164,1.3627254509018036,2.164328657314629,238.0,1,-0.5,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0,4.5
2020-09-18,1.4629258517034067,1.0821643286573146,1.8436873747494988,266.0,1,-0.5,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0,4.5
2020-09-19,1.4228456913827654,1.0420841683366733,1.783567134268537,280.0,1,-0.5,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0,4.5
2020-09-20,1.2024048096192383,0.8416833667334669,1.5430861723446894,269.0,1,-0.5,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0,4.5
2020-09-21,0.8016032064128256,0.42084168336673344,1.1623246492985972,235.0,1,-0.5,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0,4.5
2020-09-22,0.8216432865731462,0.4408817635270541,1.1823647294589177,254.0,1,-0.5,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0,4.5
2020-09-23,1.1022044088176353,0.7414829659318637,1.4629258517034067,285.0,1,-0.5,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0,4.5
2020-09-24,1.6432865731462925,1.3026052104208417,1.9839679358717435,338.0,1,-0.5,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0,4.5
2020-09-25,1.8236472945891782,1.503006012024048,2.1442885771543083,405.0,1,-0.5,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0,4.5
2020-09-26,1.7034068136272544,1.4028056112224447,1.9839679358717435,432.0,1,-0.5,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0,4.5
