,median,lower,upper,cases,one,hl-1.0,hl0.0,hl2.0,hl3.0,hl4.0,hl5.0
2020-07-07,1.062124248496994,0.280561122244489,1.8236472945891782,56.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-07-08,1.002004008016032,0.24048096192384769,1.7635270541082164,55.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-07-09,0.9018036072144289,0.16032064128256512,1.6833667334669338,53.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-07-10,0.781563126252505,0.1002004008016032,1.56312625250501,49.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-07-11,0.7414829659318637,0.08016032064128256,1.5430861723446894,47.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-07-12,0.8216432865731462,0.1002004008016032,1.6432865731462925,48.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-07-13,0.9218436873747494,0.16032064128256512,1.7434869739478958,47.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-07-14,0.8817635270541082,0.1402805611222445,1.723446893787575,44.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-07-15,0.8817635270541082,0.12024048096192384,1.723446893787575,45.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-07-16,1.002004008016032,0.18036072144288576,1.8436873747494988,47.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-07-17,1.1422845691382766,0.3006012024048096,1.9839679358717435,48.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-07-18,1.062124248496994,0.24048096192384769,1.9038076152304608,47.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-07-19,0.8817635270541082,0.1402805611222445,1.723446893787575,44.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-07-20,0.8617234468937875,0.12024048096192384,1.7034068136272544,44.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-07-21,0.9218436873747494,0.1402805611222445,1.783567134268537,45.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-07-22,1.0420841683366733,0.2004008016032064,1.8837675350701402,45.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-07-23,1.002004008016032,0.18036072144288576,1.8436873747494988,44.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-07-24,1.282565130260521,0.42084168336673344,2.124248496993988,53.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-07-25,1.4829659318637274,0.6412825651302605,2.2645290581162323,59.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-07-26,1.503006012024048,0.7014028056112224,2.2645290581162323,60.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
