,median,lower,upper,cases,one,hl-1.0,hl0.0,hl2.0,hl3.0,hl4.0,hl5.0
2020-05-18,1.062124248496994,0.6613226452905812,1.4629258517034067,222.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-05-19,1.2024048096192383,0.8216432865731462,1.6032064128256511,234.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-05-20,1.2024048096192383,0.8216432865731462,1.5831663326653307,245.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-05-21,1.282565130260521,0.9018036072144289,1.6432865731462925,261.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-05-22,1.1823647294589177,0.8016032064128256,1.5430861723446894,260.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-05-23,1.1623246492985972,0.8016032064128256,1.5230460921843687,271.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-05-24,1.062124248496994,0.7014028056112224,1.4228456913827654,271.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-05-25,1.0821643286573146,0.721442885771543,1.442885771543086,274.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-05-26,1.0420841683366733,0.6813627254509018,1.3827655310621243,277.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-05-27,1.1022044088176353,0.7414829659318637,1.442885771543086,287.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
